Preferred Name	NCGC Lib	SMILES	ML	Report Title	Probe Report URL (old mli links are down)	Source	Probe Present	comment	MLS_ID	SMR_ID	SID	CIDs
	NCGC00345354-01|NCGC00345354-02|NCGC00345354-03	CCOc1ccc(CCNC(=O)c2ccnn2Cc2cccc(C)c2)cc1OCC	ML360	"Year 5 Reports 
ML360, A Potent Inhibitor of Lipid Droplet Formation 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK148498 
http://www.ncbi.nlm.nih.gov/books/NBK179824 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		MLS005000099	SMR003878115	161004695	
	NCGC00247845-01|NCGC00247845-02|NCGC00247845-03	Cc1ccc(cc1)S(=O)(=O)Nc1ccccc1C(=O)Nc1nc(cs1)-c1ccc(Cl)cc1	ML361		missing	missing	Probe present - assume remove	"""Not Expecting a Probe for this ML # -USP2"""	MLS004820353	SMR003523928	"164347852, 161003881"	
			ML362		missing	missing	Not Expecting a Probe for this ML # -USP2					
			ML363		missing	missing	no info					
	NCGC00262995-01|NCGC00262995-02|NCGC00262995-03|NCGC00262995-04|NCGC00262995-05|NCGC00262995-06|NCGC00262995-07	Cc1ccc(cc1)S(=O)(=O)Nc1cc(ccc1C(=O)Nc1nc(cs1)-c1ccccc1)C(F)(F)F	ML364		missing	missing	Probe present - assume remove		MLS004820349	SMR003523924	"164347848, 162009865"	
	NCGC00386909-01|NCGC00386909-02|NCGC00386909-03|NCGC00386909-04	COc1ccccc1C(=O)Nc1cccc(NC(=O)c2cccc(C)c2)c1	ML365	"Year 5 Reports 
ML365: Development of Bis-Amides as Selective Inhibitors of the KCNK3/TASK1 Two Pore Potassium Channel 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK148498 
http://www.ncbi.nlm.nih.gov/books/NBK179826 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		MLS004829579	SMR003532024	"164347885, 104221970"	
	MLS000683053-01|NCGC00386825-01	O=C(Nc1nnc(o1)-c1ccc2OCCOc2c1)C1CCCCC1	ML366	"Year 5 Reports 
Discovery of ML366, an inhibitor of Vibrio cholerae Quorum Sensing Acting via the LuxO response regulator 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK148498 
http://www.ncbi.nlm.nih.gov/books/NBK189922 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		"MLS000683053, MLS004820100"	SMR000323119	"164347925, 137282758"	
	MLS000591778-01|MLS000591778-02|MLS000591778-03|NCGC00262816-01|NCGC00262816-02|NCGC00262816-03	Fc1ccc(Nc2nc(nc3ccccc23)-c2ccncc2)cc1F	ML367	"Year 5 Reports 
Discovery of ML367, inhibitor of ATAD5 stabilization 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK148498 
http://www.ncbi.nlm.nih.gov/books/NBK179831 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		"MLS000591778, MLS004820361"	"SMR000218736, SMR003523936"	"164347860, 161004434"	
	NCGC00386826-01	O=C(Nc1ccc(cc1)-c1ccc(cc1)C#N)Nc1ccc(cc1)-c1ccnc2[nH]cnc12	ML368	"Year 5 Reports 
ML368 Identification of Imidazopyridines as Selective Inhibitors of the Cytochrome P450 Enzyme CYP3A4 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK148498 
http://www.ncbi.nlm.nih.gov/books/NBK179830 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		MLS004820089	SMR003523704	"164347834, 162008189"	
	NCGC00347063-01|NCGC00347063-02	Oc1ccc(cc1O)C1CCN(CC1)c1ccnc2ccccc12	ML369	"Inhibitors of the Plasmodium falciparum M18 Aspartyl Aminopeptidase 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK179825 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		MLS004820019	SMR003523584	"164347813, 135378316"	
	NCGC00386908-01	COc1ccc2cc3c(NC(=O)c4ccco4)nn(C)c3nc2c1	ML370	"Year 5 Reports 
Discovery of ML370, an inhibitor of Vibrio cholerae Quorum Sensing Acting via the LuxO response regulator 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK148498 
http://www.ncbi.nlm.nih.gov/books/NBK189926 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		MLS004820389	SMR003523964	"164347866, 164348211, 160655705"	
			ML371		missing	missing	Not Expecting a Probe for this ML # -USP2					
			ML372	"Year 6 Reports 
SMN Modulator ML372 Increases SMN Protein Abundance, Body Weight, Lifespan, and Rescues Motor Function in SMNÎ”7 SMA Mice 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK259187 
http://www.ncbi.nlm.nih.gov/books/NBK280051 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present					
			ML373		missing	missing	no info					
			ML374		missing	missing	no info					
		Fc1ccc(cc1F)C(=O)N1CCN2C(=O)c3ccccc3[C@@]12c1ccc(Cl)cc1	ML375	"Development of the First Potent, Selective and CNS penetrant M5 Negative Allosteric Modulator (NAM)"	http://www.ncbi.nlm.nih.gov/books/NBK259190	NCBI Bookshelf Probe Report	Probe present		"MLS005000729, MLS005000730, MLS005000731"	"SMR003890164, SMR003890165, SMR003890166"	163678873	
			ML376		missing	missing	no info					
		CCOCCN1Cc2cccc(C(=O)Nc3cccc(c3)-c3nc4ccccc4[nH]3)c2C1=O	ML377	Inhibitors of Myocyte Triacylglyceride Accumulation	http://www.ncbi.nlm.nih.gov/books/NBK280038	NCBI Bookshelf Probe Report	Probe present		MLS005254249	SMR004015244	163875672	
		Clc1ccc(CCC2CCN(CC2)C(=O)ON2C(=O)C3CN(CCN3C2=O)C(=O)N2CCOCC2)cc1	ML378	An in Vivo Active Carbamate-based Dual Inhibitor of Lysophospholipase 1 (LYPLA1) and Lysophospholipase 2 (LYPLA2)	http://www.ncbi.nlm.nih.gov/books/NBK259193	NCBI Bookshelf Probe Report	Probe present		MLS005474059	SMR004166564	164117611	
		C[C@@H]1CC(=O)NN=C1c1ccc(cc1)N1CCOCC1	ML379	A Candidate Cell-Selective Anticancer Agent	http://www.ncbi.nlm.nih.gov/books/NBK259189	NCBI Bookshelf Probe Report	Probe present		MLS005564849	SMR004246104	165222695	
		CCN(Cc1ccccc1C(F)(F)F)C(=O)C1CCN(CC1)S(=O)(=O)c1ccc2[nH]ncc2c1	ML380	"Development of the First CNS penetrant M5 Positive Allosteric Modulator (PAM) Based on a Novel, non-Isatin Core"	http://www.ncbi.nlm.nih.gov/books/NBK280054	NCBI Bookshelf Probe Report	Probe present		MLS005527249	SMR004209898	164186717	
	MLS001101196-01	C[C@H](N(C)C(=O)c1cc(COc2cccc(c2)C(C)=O)on1)c1ccccn1	ML381	"Development of a Novel, Orthosteric M5 Antagonist Possessing a High Degree of Muscarinic Subtype Selectivity"	http://www.ncbi.nlm.nih.gov/books/NBK280056	NCBI Bookshelf Probe Report	Probe present		"MLS001101196, MLS005527255"	"SMR000659229, SMR004209904"	164186823	
	NCGC00486929-01	CCOc1ccccc1NC(=O)c1ccccc1NS(=O)(=O)C1CC1	ML382	Discovery and characterization of a small molecule allosteric agonist of MrgX1	http://www.ncbi.nlm.nih.gov/books/NBK280040	NCBI Bookshelf Probe Report	Probe present		MLS005527261	SMR004209910	163679225	
			ML383		missing	missing	no info					
			ML384		missing	missing	no info					
			ML385		missing	missing	no info					
			ML386		missing	missing	no info					
	NCGC00262228-01|NCGC00262228-02|NCGC00262228-03	COc1ccc(cc1)-n1cnc2cc(ccc12)C(=O)N1CCCCC1	ML387	"Year 6 Reports 
Discovery of two small molecule inhibitors, ML387 and ML388, of human NAD+-dependent 15-hydroxyprostaglandin dehydrogenase 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK259187 
http://www.ncbi.nlm.nih.gov/books/NBK280041 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		MLS005565827	SMR004247485	162211043	
	NCGC00249661-01|NCGC00249661-02|NCGC00249661-03|NCGC00249661-04	Cc1cc(c(C)n1-c1ccc(C)cc1)-c1nnc2CCCCCn12	ML388	"Year 6 Reports 
Discovery of two small molecule inhibitors, ML387 and ML388, of human NAD+-dependent 15-hydroxyprostaglandin dehydrogenase 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK259187 
http://www.ncbi.nlm.nih.gov/books/NBK280041 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		MLS005565826	SMR004247484	162211017	
		Clc1ccc(cc1)N(CC1CC1)C(=O)C1CCN(CC1)c1ccc(Cl)cn1	ML389	Optimization and characterization of an antagonist for vasopressin 1a (V1a) receptor	http://www.ncbi.nlm.nih.gov/books/NBK259185	NCBI Bookshelf Probe Report	Probe present		MLS005577269	SMR004258470	164348278	
		FC(F)(F)Oc1ccc(cc1)C(=O)NCCC(=O)N[C@@H]1CCCc2ccccc12	ML390	Discovering Small Molecules that Overcome Differentiation Arrest in Acute Myeloid Leukemia	http://www.ncbi.nlm.nih.gov/books/NBK280053	NCBI Bookshelf Probe Report	Probe present		MLS005577259	SMR004258444	164348244	
			ML391		missing	missing	no info					
BUFEXAMAC	MLS000028409-01|MLS001148632-01|NCGC00016611-01|NCGC00016611-02|NCGC00016611-03|NCGC00016611-04|NCGC00016611-05|NCGC00016611-06|NCGC00016611-07|NCGC00016611-08|NCGC00016611-09|NCGC00016611-10|NCGC00016611-11|NCGC00016611-12|NCGC00016611-13|NCGC00016611-14|NCGC00016611-15|NCGC00021813-01|NCGC00021813-02|NCGC00021813-03|NCGC00021813-04	CCCCOc1ccc(CC(=O)NO)cc1	ML392	Inhibitors of the Plasmodium falciparum M17 Leucine Aminopeptidase	http://www.ncbi.nlm.nih.gov/books/NBK259192	NCBI Bookshelf Probe Report	Probe present		"MLS000028409, MLS001148631, MLS001148632, MLS005577239, MLS006027402"	SMR000058407	137294219	
			ML393		missing	missing	no info					
			ML394		missing	missing	no info					
		O=C(NCCN1CCC2(CC1)N(Cc1cccnc1)CNC2=O)c1ccc2ccccc2c1	ML395	A Next generation PLD2 inhibitor with improved physiochemical properties and DMPK profile for translational in vivo	http://www.ncbi.nlm.nih.gov/books/NBK280050	NCBI Bookshelf Probe Report	Probe present		MLS005886367	SMR004559330	173128374	
	NCGC00476190-01	Clc1ccc(Oc2ccc(NC(=O)c3ccccn3)cc2Cl)nc1	ML396	"Year 6 Reports 
The discovery and characterization of a centrally penetrant (ML396) and a peripherally restricted (ML397) pan-Group III mGlu positive allosteric modulators 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK259187 
http://www.ncbi.nlm.nih.gov/books/NBK280048 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		MLS005886349	SMR004559304	173028078	
	MLS000418059-01	COC(=O)c1ccc(cc1)-n1c(C)cc(C(=O)CSc2ccc(NC(C)=O)cc2)c1C	ML397	"Year 6 Reports 
The discovery and characterization of a centrally penetrant (ML396) and a peripherally restricted (ML397) pan-Group III mGlu positive allosteric modulators 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK259187 
http://www.ncbi.nlm.nih.gov/books/NBK280048 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		"MLS000418059, MLS005886355"	SMR000264819	99361191	
		Clc1ccc(CN2CCO[C@H](CCc3ccccc3)C2)cc1	ML398	"Year 6 Reports 
Discovery and characterization of ML398, a potent and selective chiral morpholine based antagonist of the dopamine 4 (D4) receptor 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK259187 
http://www.ncbi.nlm.nih.gov/books/NBK280047 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		MLS005886361	SMR004559324	172236217	
		O[C@](C1CCN(CCCOc2ccc(cc2)C#N)CC1)(c1cccc(F)c1)c1ccccn1	ML399	Progress towards small molecule inhibitors of the Menin-Mixed Lineage Leukemia (MLL) interaction with in vivo utility	http://www.ncbi.nlm.nih.gov/books/NBK280055	NCBI Bookshelf Probe Report	Probe present		MLS005886373	SMR004559336	164849617	
		COc1ccc(cc1)-c1cc(NCCCN2CCCCC2)c2ccccc2n1	ML400	Allosteric Small Molecule Inhibitors of LMPTP	http://www.ncbi.nlm.nih.gov/books/NBK280042	NCBI Bookshelf Probe Report	Probe present		MLS005939925	SMR004612610	173019983	
		Clc1ccc(CN2CCN(CC2)C(=O)\C=C\c2ccc(Br)cc2)cc1	ML401	Functional Antagonists of EBI-2	http://www.ncbi.nlm.nih.gov/books/NBK280046	NCBI Bookshelf Probe Report	Probe present		MLS005939919	SMR004612604	173333998	
			ML402		missing	missing	no info					
			ML403		missing	missing	no info					
		Cc1ccc(Cl)cc1NC(=O)c1cc(on1)-c1cccc(O)c1	ML404	"Small Molecules Targeting the Mitochondrial Permeability Transition 
Probe Reports from the NIH Molecular Libraries Program"	"http://www.ncbi.nlm.nih.gov/books/NBK280049 
http://www.ncbi.nlm.nih.gov/books/NBK47352"	NCBI Bookshelf Probe Report	Probe present		MLS005870899	SMR004543804	172113089	
			ML405		missing	missing	no info					
	MLS001035652-01	CC(=O)c1ccc(cc1)N1CCN(CC1)C(=O)c1ccc2OCOc2c1	ML406	Discovery of small molecule probe that shows anti-tubercular activity via Mtb bioA (DAPA synthase) enzyme inhibition	http://www.ncbi.nlm.nih.gov/books/NBK280045	NCBI Bookshelf Probe Report	Probe present		"MLS001035652, MLS005886481"	SMR000669108	164225891	
		CC(C)c1ccc(C)cc1OCCn1c(S)nc2ccccc12	ML407	Discovery and Evaluation of Fungicidal Anti-Cryptococcal Molecules	http://www.ncbi.nlm.nih.gov/books/NBK280052	NCBI Bookshelf Probe Report	Probe present		MLS005905291	SMR004577992	172131399	
		Cn1c(NC(=O)c2ccccc2)nc2c1ccc1ccncc21	ML408	Identification of a chemically validated target in replicating and non-replicating Mycobacterium tuberculosis with the aid of a small molecule probe	http://www.ncbi.nlm.nih.gov/books/NBK280044	NCBI Bookshelf Probe Report	Probe present		MLS005925240	SMR004611964	172131671	
			ML409		missing	missing	no info					
